0	0.15
1	0.26
2	0.53
3	0.91
4	0.06
5	0.81
6	0.11
7	0.02
8	0.91
9	0.46
10	0.03
11	0.04
12	0.17
13	0.56
14	0.98
15	0.10
16	0.02
17	0.56
18	0.06
19	0.62
20	0.35
21	0.14
22	0.24
23	0.73
24	0.75
25	0.45
26	0.14
27	0.91
28	0.23
29	0.45
30	0.47
31	0.77
32	0.87
33	0.16
34	0.38
35	0.06
36	0.48
37	0.77
38	0.71
39	0.16
40	0.67
41	0.02
42	0.97
43	0.81
44	0.17
45	0.27
46	0.86
47	0.85
48	0.09
49	0.17
50	0.82
51	0.50
52	0.93
53	0.52
54	0.49
55	0.73
56	0.86
57	0.21
58	1.00
59	0.43
60	0.69
61	0.06
62	0.31
63	0.23
64	0.56
65	0.62
66	0.17
67	0.94
68	0.31
69	0.38
70	0.98
71	0.34
72	0.10
73	0.81
74	0.47
75	0.87
76	0.81
77	0.07
78	0.00
79	0.69
80	0.00
81	0.59
82	0.07
83	0.15
84	0.58
85	0.00
86	0.10
87	0.30
88	0.91
89	0.98
90	0.37
91	0.54
92	0.09
93	0.61
94	0.10
95	0.51
96	0.71
97	0.10
98	0.24
99	0.83
100	0.73
101	0.31
102	0.93
103	0.14
104	0.36
105	0.27
106	0.22
107	0.14
108	0.39
109	0.82
110	0.20
111	0.26
112	0.35
113	0.12
114	0.34
115	0.50
116	0.03
117	0.08
118	0.08
119	0.09
120	0.53
121	0.79
122	0.45
123	0.55
124	0.01
125	0.37
126	0.72
127	0.94
128	0.63
129	0.44
130	0.06
131	0.93
132	0.66
133	0.42
134	0.42
135	0.11
136	0.80
137	0.12
138	0.20
139	0.05
140	0.72
141	0.65
142	0.51
143	0.31
144	0.07
145	0.52
146	0.34
147	0.34
148	0.70
149	0.19
150	0.71
151	0.71
152	0.55
153	0.19
154	0.39
155	0.41
156	0.03
157	0.92
158	0.64
159	0.59
160	0.23
161	0.49
162	0.37
163	0.56
164	0.77
165	0.60
166	0.34
167	0.97
168	0.31
169	0.40
170	0.18
171	0.06
172	0.97
173	0.40
174	0.52
175	0.76
176	0.29
177	0.08
178	0.57
179	0.81
180	0.53
181	0.12
182	0.94
183	0.15
184	0.76
185	0.48
186	0.93
187	0.95
188	0.31
189	0.37
190	0.71
191	0.31
192	0.96
193	0.96
194	0.07
195	0.99
196	0.92
197	0.03
198	0.19
199	0.54
200	0.82
201	0.01
202	0.23
203	0.98
204	0.40
205	0.02
206	0.19
207	0.10
208	0.52
209	0.87
210	0.64
211	0.50
212	0.03
213	0.99
214	0.37
215	0.88
216	0.68
217	0.09
218	0.56
219	0.10
220	0.56
221	0.70
222	0.25
223	0.75
224	0.68
225	0.24
226	0.44
227	0.01
228	0.51
229	0.03
230	0.02
231	0.21
232	0.04
233	0.06
234	0.01
235	0.92
236	0.94
237	0.38
238	0.11
239	0.44
240	1.00
241	0.02
242	1.00
243	0.14
244	0.54
245	0.06
246	0.61
247	0.29
248	0.67
249	0.41
250	0.70
251	0.88
252	0.20
253	0.45
254	0.06
255	0.43
256	0.42
257	0.12
258	0.70
259	0.90
